SiteID,Date,Time,Date.Time,Water.Temp.C,Water.LoggerID,Water.RowID,Depth_m,AggFile_Source
Ellis,2018-05-28,17:01:00,2018-05-28 17:01,17.724,20312702,99,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,18:01:00,2018-05-28 18:01,17.653,20312702,100,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,19:01:00,2018-05-28 19:01,17.629,20312702,101,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,20:01:00,2018-05-28 20:01,17.605,20312702,102,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,21:01:00,2018-05-28 21:01,17.558,20312702,103,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,22:01:00,2018-05-28 22:01,17.51,20312702,104,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-28,23:01:00,2018-05-28 23:01,17.463,20312702,105,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,00:01:00,2018-05-29 00:01,17.415,20312702,106,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,01:01:00,2018-05-29 01:01,17.391,20312702,107,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,02:01:00,2018-05-29 02:01,17.344,20312702,108,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,03:01:00,2018-05-29 03:01,17.296,20312702,109,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,04:01:00,2018-05-29 04:01,17.296,20312702,110,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,05:01:00,2018-05-29 05:01,17.272,20312702,111,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,06:01:00,2018-05-29 06:01,17.249,20312702,112,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,07:01:00,2018-05-29 07:01,17.32,20312702,113,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,08:01:00,2018-05-29 08:01,17.415,20312702,114,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,09:01:00,2018-05-29 09:01,17.51,20312702,115,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,10:01:00,2018-05-29 10:01,17.582,20312702,116,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,11:01:00,2018-05-29 11:01,17.701,20312702,117,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,12:01:00,2018-05-29 12:01,17.843,20312702,118,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,13:01:00,2018-05-29 13:01,18.033,20312702,119,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,14:01:00,2018-05-29 14:01,18.247,20312702,120,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,15:01:00,2018-05-29 15:01,18.39,20312702,121,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,16:01:00,2018-05-29 16:01,18.557,20312702,122,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,17:01:00,2018-05-29 17:01,18.961,20312702,123,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,18:01:00,2018-05-29 18:01,19.27,20312702,124,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,19:01:00,2018-05-29 19:01,19.294,20312702,125,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,20:01:00,2018-05-29 20:01,19.151,20312702,126,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,21:01:00,2018-05-29 21:01,18.818,20312702,127,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,22:01:00,2018-05-29 22:01,19.032,20312702,128,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-29,23:01:00,2018-05-29 23:01,18.913,20312702,129,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,00:01:00,2018-05-30 00:01,18.652,20312702,130,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,01:01:00,2018-05-30 01:01,18.533,20312702,131,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,02:01:00,2018-05-30 02:01,18.438,20312702,132,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,03:01:00,2018-05-30 03:01,18.295,20312702,133,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,04:01:00,2018-05-30 04:01,18.247,20312702,134,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,05:01:00,2018-05-30 05:01,18.176,20312702,135,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,06:01:00,2018-05-30 06:01,18.129,20312702,136,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,07:01:00,2018-05-30 07:01,18.176,20312702,137,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,08:01:00,2018-05-30 08:01,18.247,20312702,138,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,09:01:00,2018-05-30 09:01,18.295,20312702,139,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,10:01:00,2018-05-30 10:01,18.2,20312702,140,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,11:01:00,2018-05-30 11:01,18.343,20312702,141,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,12:01:00,2018-05-30 12:01,18.319,20312702,142,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,13:01:00,2018-05-30 13:01,18.818,20312702,143,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,14:01:00,2018-05-30 14:01,19.008,20312702,144,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,15:01:00,2018-05-30 15:01,19.151,20312702,145,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,16:01:00,2018-05-30 16:01,19.46,20312702,146,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,17:01:00,2018-05-30 17:01,19.508,20312702,147,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,18:01:00,2018-05-30 18:01,19.793,20312702,148,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,19:01:00,2018-05-30 19:01,19.841,20312702,149,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,20:01:00,2018-05-30 20:01,19.627,20312702,150,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,21:01:00,2018-05-30 21:01,19.436,20312702,151,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,22:01:00,2018-05-30 22:01,19.389,20312702,152,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-30,23:01:00,2018-05-30 23:01,19.27,20312702,153,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,00:01:00,2018-05-31 00:01,19.222,20312702,154,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,01:01:00,2018-05-31 01:01,19.294,20312702,155,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,02:01:00,2018-05-31 02:01,19.175,20312702,156,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,03:01:00,2018-05-31 03:01,19.08,20312702,157,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,04:01:00,2018-05-31 04:01,19.008,20312702,158,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,05:01:00,2018-05-31 05:01,18.937,20312702,159,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,06:01:00,2018-05-31 06:01,18.889,20312702,160,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,07:01:00,2018-05-31 07:01,18.889,20312702,161,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,08:01:00,2018-05-31 08:01,18.961,20312702,162,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,09:01:00,2018-05-31 09:01,19.103,20312702,163,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,10:01:00,2018-05-31 10:01,19.151,20312702,164,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,11:01:00,2018-05-31 11:01,19.175,20312702,165,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,12:01:00,2018-05-31 12:01,19.246,20312702,166,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,13:01:00,2018-05-31 13:01,19.413,20312702,167,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,14:01:00,2018-05-31 14:01,19.365,20312702,168,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,15:01:00,2018-05-31 15:01,19.817,20312702,169,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,16:01:00,2018-05-31 16:01,19.936,20312702,170,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,17:01:00,2018-05-31 17:01,20.484,20312702,171,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,18:01:00,2018-05-31 18:01,19.912,20312702,172,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,19:01:00,2018-05-31 19:01,20.817,20312702,173,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,20:01:00,2018-05-31 20:01,21.294,20312702,174,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,21:01:00,2018-05-31 21:01,21.485,20312702,175,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,22:01:00,2018-05-31 22:01,21.437,20312702,176,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-05-31,23:01:00,2018-05-31 23:01,21.151,20312702,177,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,00:01:00,2018-06-01 00:01,21.223,20312702,178,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,01:01:00,2018-06-01 01:01,21.079,20312702,179,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,02:01:00,2018-06-01 02:01,20.984,20312702,180,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,03:01:00,2018-06-01 03:01,20.96,20312702,181,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,04:01:00,2018-06-01 04:01,20.936,20312702,182,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,05:01:00,2018-06-01 05:01,20.865,20312702,183,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,06:01:00,2018-06-01 06:01,20.865,20312702,184,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,07:01:00,2018-06-01 07:01,20.936,20312702,185,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,08:01:00,2018-06-01 08:01,20.865,20312702,186,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,09:01:00,2018-06-01 09:01,20.913,20312702,187,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,10:01:00,2018-06-01 10:01,20.913,20312702,188,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,11:01:00,2018-06-01 11:01,20.889,20312702,189,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,12:01:00,2018-06-01 12:01,21.032,20312702,190,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,13:01:00,2018-06-01 13:01,21.557,20312702,191,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,14:01:00,2018-06-01 14:01,21.963,20312702,192,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,15:01:00,2018-06-01 15:01,21.963,20312702,193,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,16:01:00,2018-06-01 16:01,21.891,20312702,194,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,17:01:00,2018-06-01 17:01,21.843,20312702,195,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,18:01:00,2018-06-01 18:01,21.724,20312702,196,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,19:01:00,2018-06-01 19:01,21.604,20312702,197,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,20:01:00,2018-06-01 20:01,21.748,20312702,198,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,21:01:00,2018-06-01 21:01,21.915,20312702,199,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,22:01:00,2018-06-01 22:01,22.011,20312702,200,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-01,23:01:00,2018-06-01 23:01,21.963,20312702,201,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-02,00:01:00,2018-06-02 00:01,21.676,20312702,202,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-02,01:01:00,2018-06-02 01:01,21.628,20312702,203,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-02,02:01:00,2018-06-02 02:01,21.676,20312702,204,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-02,03:01:00,2018-06-02 03:01,21.485,20312702,205,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-02,04:01:00,2018-06-02 04:01,21.318,20312702,206,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-02,05:01:00,2018-06-02 05:01,21.246,20312702,207,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-02,06:01:00,2018-06-02 06:01,21.151,20312702,208,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-02,07:01:00,2018-06-02 07:01,21.008,20312702,209,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-02,08:01:00,2018-06-02 08:01,20.865,20312702,210,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-02,09:01:00,2018-06-02 09:01,21.008,20312702,211,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-02,10:01:00,2018-06-02 10:01,20.913,20312702,212,1,Ellis--1.0m_Water_20180524_20180918.csv
Ellis,2018-06-02,11:01:00,2018-06-02 11:01,20.841,20312702,213,1,Ellis--1.0m_Water_20180524_20180918.csv
