"TimeFrame_Name","TimeFrame_Value","Depth","n","ndays","mean","median","min","max","range","sd","var","cv","q01","q05","q10","q25","q50","q75","q90","q95","q99","n_below_2"
"Year_Month","201912",5,31,31,4.20922311827957,4.24708333333333,3.88408333333333,4.2785,0.394416666666667,0.0911815912704911,0.00831408258661889,0.0216623326225006,3.91688333333333,4.01897916666667,4.11641666666667,4.19827083333333,4.24708333333333,4.26116666666667,4.27091666666667,4.27254166666667,4.276875,0
"Year_Month","201912",6,31,31,4.26366129032258,4.26441666666667,4.17320833333333,4.3695,0.196291666666667,0.0420140666781392,0.00176518179883513,0.00985398787973622,4.17867083333333,4.1965,4.21025,4.24004166666667,4.26441666666667,4.29529166666667,4.30883333333333,4.31747916666667,4.3555125,0
"Year_Month","201912",7,31,31,4.26941397849462,4.26008333333333,4.11608333333333,4.41825,0.302166666666666,0.0850213841125969,0.00722863575642174,0.0199140642113546,4.12225833333333,4.14389583333333,4.16333333333333,4.218375,4.26008333333333,4.33591666666667,4.39008333333333,4.39116666666667,4.41045,0
"Year_Month","201912",8,31,31,4.48251612903226,4.48758333333333,4.29475,4.60891666666667,0.314166666666666,0.0844205121953837,0.00712682287933093,0.0188332868784589,4.311,4.358125,4.38575,4.41554166666667,4.48758333333333,4.54229166666667,4.59808333333333,4.60133333333333,4.60761666666667,0
"Year_Month","201912",9,31,31,4.44557795698925,4.45183333333333,4.29691666666667,4.55908333333333,0.262166666666667,0.0705064481405119,0.00497115922939069,0.0158599059160942,4.29886666666667,4.32291666666667,4.34566666666667,4.403625,4.45183333333333,4.49679166666667,4.54066666666667,4.54879166666667,4.55810833333333,0
"Year_Month","201912",10,31,31,4.57051075268817,4.56125,4.4475,4.68583333333333,0.238333333333333,0.0643922001183469,0.00414635543608123,0.0140886223887504,4.4553,4.47566666666667,4.4865,4.52766666666667,4.56125,4.63545833333333,4.64033333333333,4.66091666666667,4.67900833333333,0
"Year_Month","202001",1,31,31,1.72376209677419,1.44008333333333,1.16425,2.78791666666667,1.62366666666667,0.514088219996401,0.264286697939068,0.298236178274516,1.168975,1.18,1.18466666666667,1.28933333333333,1.44008333333333,2.22225,2.323875,2.39414583333333,2.67641666666667,18
"Year_Month","202001",2,31,31,4.02846102150538,4.02725,3.7945,4.16125,0.36675,0.0976923944210502,0.00954380392771805,0.0242505497507691,3.7997,3.81783333333333,3.86229166666667,4.00775,4.02725,4.09658333333333,4.13841666666667,4.15029166666667,4.1586125,0
"Year_Month","202001",3,31,31,4.20311290322581,4.24491666666667,4.089,4.27741666666667,0.188416666666667,0.0691877354068968,0.00478694273073476,0.0164610699260057,4.0929,4.10525,4.11391666666667,4.12804166666667,4.24491666666667,4.26279166666667,4.272,4.27416666666667,4.27676666666667,0
"Year_Month","202001",4,31,31,4.21607258064516,4.26225,4.089,4.30341666666667,0.214416666666667,0.0751581218718475,0.00564874328330348,0.0178265721080984,4.0942,4.10795833333333,4.1205,4.13397916666667,4.26225,4.27633333333333,4.28391666666667,4.299625,4.30276666666667,0
"Year_Month","202001",5,31,31,4.31316666666667,4.337,4.13583333333333,4.4345,0.298666666666667,0.0824209181860383,0.00679320775462961,0.0191091429002755,4.13839583333333,4.1515625,4.16741666666667,4.29366666666667,4.337,4.37058333333333,4.39225,4.41825,4.429625,0
"Year_Month","202001",6,31,31,4.41258870967742,4.40958333333333,4.324,4.49191666666667,0.167916666666667,0.0452367534093717,0.0020463638590203,0.0102517493439081,4.332125,4.35270833333333,4.35758333333333,4.37708333333333,4.40958333333333,4.44858333333333,4.467,4.47566666666667,4.48801666666667,0
"Year_Month","202001",7,31,31,4.48601075268817,4.49083333333333,4.33808333333333,4.57858333333333,0.240499999999999,0.0522939552041729,0.00273465775089605,0.0116571176680387,4.36050833333333,4.413375,4.42258333333333,4.4475,4.49083333333333,4.52170833333333,4.532,4.56179166666667,4.57760833333333,0
"Year_Month","202001",8,31,31,4.62572580645161,4.62733333333333,4.56016666666667,4.66958333333333,0.109416666666667,0.0250807786955689,0.000629045459976104,0.00542202018558648,4.56731666666667,4.59104166666667,4.59916666666667,4.61,4.62733333333333,4.64304166666667,4.66091666666667,4.662,4.66730833333333,0
"Year_Month","202001",9,31,31,4.56575806451613,4.56666666666667,4.49625,4.636,0.13975,0.0439439107716509,0.00193106729390681,0.00962466914600039,4.496575,4.49841666666667,4.50275,4.52983333333333,4.56666666666667,4.61,4.61,4.62245833333333,4.635675,0
"Year_Month","202001",10,31,31,4.68139516129032,4.688,4.63383333333333,4.714,0.0801666666666669,0.022083982880824,0.000487702299880527,0.00471739345215562,4.63448333333333,4.636,4.63925,4.67554166666667,4.688,4.68908333333333,4.70316666666667,4.714,4.714,0
"Year_Month","202002",1,29,29,1.35076724137931,1.29941666666667,1.22825,1.564375,0.336125,0.109709725632997,0.0120362238984674,0.0812203037445361,1.230455,1.238825,1.242875,1.26875,1.29941666666667,1.44004166666667,1.51645,1.539175,1.558705,29
"Year_Month","202002",2,29,29,3.98476005747126,3.98491666666667,3.9355,4.01729166666667,0.0817916666666667,0.0182724152107888,0.000333881157635466,0.00458557477671178,3.936095,3.94730833333333,3.96783333333333,3.976,3.98491666666667,3.99575,4.00555,4.00818333333333,4.01522666666667,0
"Year_Month","202002",3,29,29,4.24416954022989,4.23729166666667,4.08683333333333,4.37275,0.285916666666666,0.103062820919727,0.0106219450559318,0.0242833892338205,4.09017,4.10048333333333,4.10395,4.142125,4.23729166666667,4.34783333333333,4.35476666666667,4.363,4.37123333333333,0
"Year_Month","202002",4,29,29,4.3679683908046,4.37275,4.30883333333333,4.39225,0.0834166666666674,0.0177266979534794,0.000314235820333889,0.0040583393393591,4.31975333333333,4.3487,4.35,4.3565,4.37275,4.37925,4.3851,4.38813333333333,4.39134,0
"Year_Month","202002",5,29,29,4.38451724137931,4.38033333333333,4.35758333333333,4.40416666666667,0.0465833333333334,0.0134989597503085,0.000182221914340448,0.00307877903248064,4.35849333333333,4.3643,4.37123333333333,4.37491666666667,4.38033333333333,4.39766666666667,4.402,4.4033,4.40416666666667,0
"Year_Month","202002",6,29,29,4.40760344827586,4.402,4.37166666666667,4.50383333333333,0.132166666666667,0.029358802991293,0.000861939313081552,0.00666094473693575,4.37288,4.376,4.37773333333333,4.389,4.402,4.42366666666667,4.44035,4.45378333333333,4.49200333333333,0
"Year_Month","202002",7,29,29,4.47159482758621,4.47675,4.39225,4.532,0.13975,0.0342722651252359,0.00117458815681446,0.00766443885161577,4.39255333333333,4.40763333333333,4.43601666666667,4.454,4.47675,4.48866666666667,4.51726666666667,4.52355,4.53048333333333,0
"Year_Month","202002",8,29,29,4.65490229885058,4.636,4.60891666666667,4.73675,0.127833333333334,0.0434363077600772,0.00188671283182814,0.00933130385374636,4.60922,4.61,4.61,4.62408333333333,4.636,4.70533333333333,4.71595,4.72591666666667,4.73493,0
"Year_Month","202002",9,29,29,4.60749712643678,4.61108333333333,4.558,4.64141666666667,0.0834166666666665,0.0282618977154664,0.000798734862479484,0.00613389372579442,4.55921333333333,4.56233333333333,4.56926666666667,4.584,4.61108333333333,4.63491666666667,4.63665,4.6399,4.64111333333333,0
"Year_Month","202002",10,29,29,4.68049137931034,4.66416666666667,4.62625,4.81475,0.188499999999999,0.0504310750015041,0.00254329332580733,0.010774739426811,4.62685666666667,4.62885,4.63123333333333,4.64141666666667,4.66416666666667,4.714,4.74498333333333,4.77293333333333,4.80777333333333,0
"Year_Month","202003",1,31,31,2.37215591397849,2.05629166666667,1.1305,4.88775,3.75725,1.19561456070677,1.42949417777404,0.504020226352461,1.1369125,1.1524375,1.18933333333333,1.40947916666667,2.05629166666667,3.306625,4.32579166666667,4.69535416666667,4.8478375,15
"Year_Month","202003",2,31,31,4.18525537634409,4.18616666666667,3.976,4.545,0.569,0.16194132122796,0.0262249915210574,0.0386932950718576,3.97695,3.98191666666667,3.989,4.01366666666667,4.18616666666667,4.27958333333333,4.41175,4.452375,4.52355,0
"Year_Month","202003",3,31,31,4.34734408602151,4.36408333333333,4.21891666666667,4.39441666666667,0.1755,0.045505019777714,0.00207070682497014,0.0104673149576615,4.22379166666667,4.247625,4.27958333333333,4.34945833333333,4.36408333333333,4.376,4.37816666666667,4.38304166666667,4.39181666666667,0
"Year_Month","202003",4,31,31,4.32235752688172,4.35758333333333,4.17125,4.41175,0.240499999999999,0.073576264897536,0.00541346675627239,0.0170222533513132,4.174175,4.1875,4.2005,4.26929166666667,4.35758333333333,4.376,4.38358333333333,4.39279166666667,4.40785,0
"Year_Month","202003",5,31,31,4.33114516129032,4.376,4.168,4.50058333333333,0.332583333333333,0.092108030794918,0.00848388933691756,0.0212664381739349,4.16895,4.17770833333333,4.19475,4.25520833333333,4.376,4.37654166666667,4.40958333333333,4.45183333333333,4.48660833333333,0
"Year_Month","202003",6,31,31,4.38691532258064,4.41375,4.179375,4.506,0.326625,0.0835578035702535,0.00698190653748506,0.0190470518407681,4.1970875,4.24166666666667,4.27416666666667,4.33916666666667,4.41375,4.442625,4.47458333333333,4.49408333333333,4.506,0
"Year_Month","202003",7,31,31,4.35751209677419,4.31533333333333,4.10433333333333,4.54175,0.437416666666667,0.145770596899888,0.0212490669205496,0.0334527119288549,4.11082083333333,4.15020833333333,4.17666666666667,4.241125,4.31533333333333,4.50654166666667,4.52225,4.52766666666667,4.53785,0
"Year_Month","202003",8,31,31,4.5587688172043,4.57966666666667,4.37383333333333,4.65333333333333,0.2795,0.0769198166854597,0.00591665819892473,0.016872936481265,4.38065833333333,4.397125,4.48866666666667,4.50816666666667,4.57966666666667,4.62679166666667,4.636,4.64304166666667,4.65203333333333,0
"Year_Month","202003",9,31,31,4.50659408602151,4.51141666666667,4.42583333333333,4.584,0.158166666666666,0.0475226931266228,0.00225840636200716,0.010545146116893,4.42810833333333,4.43666666666667,4.441,4.46429166666667,4.51141666666667,4.540125,4.56558333333333,4.584,4.584,0
"Year_Month","202003",10,31,31,4.59741935483871,4.6035,4.49516666666667,4.68583333333333,0.190666666666666,0.0426239721493916,0.00181680300179211,0.00927128218236837,4.50199166666667,4.52495833333333,4.545,4.582375,4.6035,4.62354166666667,4.63166666666667,4.66254166666667,4.68420833333333,0
"Year_Month","202004",1,30,30,4.78567777777778,4.54920833333333,3.92125,6.79745833333333,2.87620833333333,0.809360285479444,0.655064071711366,0.169121349798705,3.93044541666667,3.96373958333333,4.04962916666667,4.20051041666667,4.54920833333333,4.90388541666667,6.12,6.4720625,6.76393916666667,0
"Year_Month","202004",2,30,30,4.7064875,4.5220625,3.847,6.72775,2.88075,0.778059126652832,0.605376004567768,0.165316305770032,3.85963916666667,3.89093958333333,3.963375,4.21892708333333,4.5220625,4.76764583333333,5.99034583333333,6.32472291666667,6.66544833333333,0
"Year_Month","202004",3,30,30,4.73453472222222,4.50925,3.94420833333333,6.824875,2.88066666666667,0.767399797136431,0.588902448645035,0.162085578026185,3.95846666666667,3.99721875,4.06285416666667,4.40082291666667,4.50925,4.592125,6.039825,6.35445625,6.7485325,0
"Year_Month","202004",4,30,30,4.67603472222222,4.41066666666667,3.94966666666667,6.82066666666667,2.871,0.763531990387585,0.582981100345227,0.163286210591851,3.96451708333333,4.00089375,4.06665416666667,4.30991666666667,4.41066666666667,4.54823958333333,5.95577083333333,6.27956666666667,6.73537041666667,0
"Year_Month","202004",5,30,30,4.6644875,4.39820833333333,3.95833333333333,6.83441666666667,2.87608333333333,0.746044680463472,0.556582665247845,0.159941404165725,3.97415041666667,4.01338125,4.0816125,4.34675,4.39820833333333,4.55252083333333,5.91239583333333,6.24966458333333,6.73894625,0
"Year_Month","202004",6,30,30,4.6212125,4.34729166666667,3.951875,6.82908333333333,2.87720833333333,0.73541008897371,0.54082799896432,0.159137907848581,3.96800625,4.0094125,4.0785,4.2793125,4.34729166666667,4.543875,5.797675,6.21087083333333,6.72504583333333,0
"Year_Month","202004",7,30,30,4.53044861111111,4.27129166666667,3.880875,6.75095833333333,2.87008333333333,0.713664645512995,0.509317226255188,0.157526264344485,3.89736875,3.94163125,4.0063,4.20698958333333,4.27129166666667,4.46698958333333,5.62290416666667,6.07256041666666,6.63762875,0
"Year_Month","202004",8,30,30,4.67752361111111,4.51304166666667,3.96491666666667,6.83333333333333,2.86841666666667,0.668723674749816,0.447191353170897,0.142965323181119,3.9804075,4.02322708333333,4.08902083333333,4.37789583333333,4.51304166666667,4.6221875,5.63319166666667,6.07163333333333,6.70805333333333,0
"Year_Month","202004",9,30,30,4.60912638888889,4.56720833333333,3.8525,6.72045833333333,2.86795833333333,0.63297338810056,0.400655310043503,0.137330447181152,3.86733833333333,3.90764166666667,3.976325,4.26509375,4.56720833333333,4.60241666666667,5.32877083333333,5.86067083333333,6.57379083333333,0
"Year_Month","202004",10,30,30,4.69294166666667,4.69666666666667,3.9355,6.7975,2.862,0.602799611380005,0.363367371479885,0.128448136413374,3.94974625,3.988,4.05895,4.33582291666667,4.69666666666667,4.7586875,5.1798625,5.81122291666667,6.60009458333333,0
"Year_Month","202005",1,31,31,12.4706424731183,9.278625,6.965625,22.2775833333333,15.3119583333333,5.08062391314776,25.8127393468489,0.407406749419651,7.1602625,7.64554166666667,7.70370833333333,8.44033333333333,9.278625,16.6239791666667,21.1552083333333,21.3814791666667,22.0477958333333,0
"Year_Month","202005",2,31,31,11.8440779569892,9.16725,6.83833333333333,20.6365,13.7981666666667,4.46987132529217,19.9797496646692,0.377392933542326,7.03192083333333,7.4935625,7.58979166666667,8.26827083333333,9.16725,16.1837291666667,18.2831666666667,19.6475208333333,20.5401625,0
"Year_Month","202005",3,31,31,11.2116182795699,9.236375,6.88170833333333,18.86175,11.9800416666667,3.79456161635466,14.3986978603121,0.338449055411494,7.07930833333333,7.5495625,7.665,8.32797916666667,9.236375,14.3662708333333,16.3029166666667,18.5867708333333,18.853725,0
"Year_Month","202005",4,31,31,10.1580819892473,9.186,6.84804166666667,16.3303333333333,9.48229166666667,2.53645357536592,6.43359673998656,0.249698080607229,7.03632916666667,7.50414583333333,7.64304166666667,8.291625,9.186,10.8667291666667,13.9375833333333,14.4470416666667,15.8031958333333,0
"Year_Month","202005",5,31,31,9.12498387096774,9.087,6.85233333333333,11.637375,4.78504166666667,1.16857784688138,1.36557418422192,0.128063552046306,7.03149583333333,7.4843125,7.63991666666667,8.2505625,9.087,9.82966666666667,10.5330416666667,10.9380625,11.45775,0
"Year_Month","202005",6,31,31,8.7500376344086,8.95058333333333,6.83445833333333,10.0504166666667,3.21595833333333,0.799836480999314,0.639738396337366,0.0914094903836803,7.00520833333333,7.453,7.609625,8.17941666666667,8.95058333333333,9.339375,9.60354166666667,9.76895833333333,10.0014791666667,0
"Year_Month","202005",7,31,31,8.53117741935484,8.74383333333333,6.7375,9.55941666666667,2.82191666666667,0.706628761919717,0.499324207172192,0.082828984463103,6.901775,7.3496875,7.51758333333333,8.04083333333333,8.74383333333333,9.08033333333333,9.21566666666667,9.3825625,9.52177916666667,0
"Year_Month","202005",8,31,31,8.51991935483871,8.5555,6.80916666666667,9.37966666666667,2.5705,0.660153067261491,0.435802072214755,0.077483487785195,6.97020416666667,7.4099375,7.58454166666667,8.10072916666667,8.5555,9.05977083333334,9.14158333333333,9.30077083333333,9.35645416666667,0
"Year_Month","202005",9,31,31,8.33579032258064,8.37125,6.68754166666667,9.151,2.46345833333333,0.636311823060922,0.404892736167115,0.0763349122802706,6.84227916666667,7.27052083333333,7.43279166666667,7.96479166666667,8.37125,8.876,8.96429166666667,9.05504166666667,9.125325,0
"Year_Month","202005",10,31,31,8.34912096774194,8.40020833333333,6.75816666666667,9.14583333333333,2.38766666666667,0.623017441156758,0.388150731985514,0.0746207227759518,6.90585416666667,7.3193125,7.450875,8.01216666666667,8.40020833333333,8.901875,8.9725,9.04533333333333,9.12297083333333,0
"Year_Month","202006",1,30,30,20.7108388888889,19.26325,16.6842916666667,26.6210416666667,9.93675,3.23750774168687,10.4814563774824,0.156319488508201,16.7138716666667,16.8363166666667,17.3097708333333,18.0697916666667,19.26325,22.85821875,25.8143541666667,26.05834375,26.5148170833333,0
"Year_Month","202006",2,30,30,19.8202833333333,18.7195833333333,16.5939166666667,25.1502083333333,8.55629166666667,2.58439341376225,6.6790893170977,0.130391345587672,16.5985445833333,16.62316875,17.2091166666667,17.8540520833333,18.7195833333333,22.4744583333333,23.1381958333333,23.8476458333333,24.7850258333333,0
"Year_Month","202006",3,30,30,18.9862319444444,18.21075,16.4450833333333,22.8482916666667,6.40320833333334,2.10333416069747,4.42401459155691,0.110782074444894,16.4623504166667,16.525625,17.2448541666667,17.60015625,18.21075,19.532875,22.4873833333333,22.70863125,22.8137333333333,0
"Year_Month","202006",4,30,30,17.3258305555556,17.4080416666667,15.6274166666667,18.559375,2.93195833333333,0.828561359584445,0.686513926596424,0.0478223169115991,15.6276945833333,15.6991,15.9070791666667,17.0892604166667,17.4080416666667,17.8311458333333,18.3783083333333,18.4767145833333,18.5394979166667,0
"Year_Month","202006",5,30,30,15.1138041666667,16.3906666666667,11.6542083333333,17.6698333333333,6.015625,2.12615069456512,4.52051677599976,0.140676078048856,11.6724058333333,11.7188333333333,11.763725,12.8359270833333,16.3906666666667,16.6051875,17.0864708333333,17.1304791666667,17.51858625,0
"Year_Month","202006",6,30,30,12.3323,13.1728958333333,10.0421666666667,14.220375,4.17820833333333,1.52368681025254,2.32162149573755,0.123552525502342,10.0543708333333,10.08561875,10.0891291666667,10.4981354166667,13.1728958333333,13.5317916666667,13.6501583333333,13.91423125,14.14008125,0
"Year_Month","202006",7,30,30,10.2699055555556,10.0983333333333,9.46583333333333,11.8310833333333,2.36525,0.689640141766484,0.475603525135696,0.0671515563639648,9.47156083333333,9.48687708333333,9.49772083333333,9.66080208333333,10.0983333333333,10.9847916666667,11.1700541666667,11.28969375,11.6914966666667,0
"Year_Month","202006",8,30,30,9.76353194444444,9.62514583333333,9.33229166666667,10.8092083333333,1.47691666666667,0.395764008400495,0.156629150345227,0.0405349222650609,9.33438208333333,9.34364375,9.36719583333333,9.43891666666667,9.62514583333333,10.1090104166667,10.3069125,10.32061875,10.6706004166667,0
"Year_Month","202006",9,30,30,9.45486111111111,9.34870833333333,9.06433333333333,10.3453333333333,1.281,0.329347388977228,0.108469702626117,0.0348336570053036,9.07149875,9.09470416666667,9.1153875,9.21953125,9.34870833333333,9.7105,9.90237083333333,9.93323958333333,10.2283545833333,0
"Year_Month","202006",10,30,30,9.43766666666667,9.34870833333333,9.072625,10.3296666666667,1.25704166666667,0.308976915505243,0.095466734315134,0.0327386976482792,9.07534375,9.09259375,9.11300416666667,9.2259375,9.34870833333333,9.65720833333333,9.85709583333333,9.87530625,10.2000608333333,0
"Year_Month","202007",1,31,31,24.2761666666667,24.5125,22.2190416666667,25.5379166666667,3.318875,0.831429571456096,0.691275132291667,0.034248799774378,22.3264041666667,22.5933958333333,23.0960416666667,24.0347916666667,24.5125,24.8088333333333,25.1234166666667,25.3308333333333,25.4968666666667,0
"Year_Month","202007",2,31,31,24.0179650537634,24.1997916666667,22.0765416666667,25.2759583333333,3.19941666666666,0.841457900958375,0.708051399085274,0.035034520996046,22.1472666666667,22.3239166666667,22.7010833333333,23.5922291666667,24.1997916666667,24.5195208333333,24.8993333333333,25.0925208333333,25.2695208333333,0
"Year_Month","202007",3,31,31,23.4869838709677,23.7774166666667,21.8702916666667,24.8115833333333,2.94129166666667,0.99070983254464,0.981505972300628,0.0421812284620017,21.8998541666667,21.9911875,22.0495,22.3168125,23.7774166666667,24.2213333333333,24.718875,24.745125,24.7973708333333,0
"Year_Month","202007",4,31,31,21.4427688172043,21.899,18.7746666666667,22.9222916666667,4.147625,1.38495410360003,1.91809786907855,0.0645883987933885,18.8650166666667,19.1297916666667,19.2502083333333,20.5038125,21.899,22.5970833333333,22.7427083333333,22.8060625,22.8956916666667,0
"Year_Month","202007",5,31,31,17.6391827956989,16.6315833333333,15.6621666666667,19.5594166666667,3.89725,1.64426678549558,2.70361326188396,0.0932167212358903,15.6624916666667,15.6687083333333,15.790625,16.1000625,16.6315833333333,19.3591875,19.4670833333333,19.5455,19.5582541666667,0
"Year_Month","202007",6,31,31,14.2145268817204,13.9826666666667,13.2016666666667,15.4999166666667,2.29825,0.744936067474019,0.554929744623656,0.052406673375249,13.2190666666667,13.2853125,13.344,13.6605416666667,13.9826666666667,14.8908333333333,15.3369166666667,15.4896458333333,15.4990916666667,0
"Year_Month","202007",7,31,31,11.9362553763441,12.01425,11.1639166666667,12.6358333333333,1.47191666666667,0.449440305709287,0.201996588396057,0.0376533754966413,11.1757666666667,11.21,11.287375,11.6246458333333,12.01425,12.262375,12.5339166666667,12.5754583333333,12.6201583333333,0
"Year_Month","202007",8,31,31,11.0141021505376,11.0745416666667,10.29575,11.5643333333333,1.26858333333333,0.378464843124605,0.143235637481332,0.0343618424772038,10.2993875,10.3620208333333,10.4273333333333,10.8435416666667,11.0745416666667,11.2837083333333,11.44075,11.5303958333333,11.5570583333333,0
"Year_Month","202007",9,31,31,10.573498655914,10.6199583333333,9.914375,11.1550833333333,1.24070833333333,0.354532164261324,0.125693055495818,0.033530260493581,9.9251625,9.99791666666667,10.0465,10.3625625,10.6199583333333,10.7850416666667,11.017875,11.0787916666667,11.1425458333333,0
"Year_Month","202007",10,31,31,10.5261034946237,10.5753333333333,9.86616666666667,11.0919583333333,1.22579166666667,0.354158135333679,0.125427984823029,0.0336457014235676,9.87850416666667,9.9569375,10.0279166666667,10.27275,10.5753333333333,10.7444375,10.9812916666667,11.0417291666667,11.0885958333333,0
"Year_Month","202008",1,31,31,22.929436827957,23.1271666666667,19.0074583333333,25.3027916666667,6.29533333333334,1.81824892728117,3.30602916155914,0.0792975833171905,19.0202333333333,19.400875,20.1046666666667,22.2846875,23.1271666666667,24.352125,24.9691666666667,25.0414375,25.2448041666667,0
"Year_Month","202008",2,31,31,22.7008158602151,22.8206666666667,18.7666666666667,25.056375,6.28970833333333,1.77243693221439,3.14153267867757,0.0780781159200858,18.8186541666667,19.3130833333333,19.9826666666667,22.1122083333333,22.8206666666667,24.1567708333333,24.7059583333333,24.8053958333333,24.9993375,0
"Year_Month","202008",3,31,31,22.5309193548387,22.5259583333333,18.5425833333333,24.6302083333333,6.087625,1.65040266705385,2.72382896341846,0.073250569187245,18.6864833333333,19.3919166666667,19.9916666666667,22.0693125,22.5259583333333,23.8695416666667,24.4090833333333,24.418375,24.5685958333333,0
"Year_Month","202008",4,31,31,21.9932365591398,22.3005416666667,18.4762916666667,23.5759583333333,5.09966666666666,1.30228223522541,1.69593902018369,0.0592128508109107,18.6341541666667,19.369625,19.9301666666667,21.8099375,22.3005416666667,22.6741875,23.3805416666667,23.4805625,23.5627208333333,0
"Year_Month","202008",5,31,31,20.6111088709677,20.8530416666667,18.4803333333333,21.8487083333333,3.368375,0.788236503161562,0.621316784916368,0.0382432846333586,18.6432208333333,19.0961041666667,19.1767083333333,20.4089375,20.8530416666667,21.0344375,21.297125,21.4719166666667,21.7638958333333,0
"Year_Month","202008",6,31,31,17.1139139784946,17.1294583333333,15.5011666666667,19.4395833333333,3.93841666666667,1.08250359014542,1.17181402267772,0.0632528357630928,15.5243291666667,15.6713541666667,15.8409583333333,16.3372708333333,17.1294583333333,17.3432708333333,18.948875,19.200625,19.3946583333333,0
"Year_Month","202008",7,31,31,13.5115873655914,13.3800833333333,12.5414166666667,17.070875,4.52945833333333,0.866394918290278,0.750640154439218,0.0641223636311333,12.5985416666667,12.7854166666667,12.8842916666667,13.0373125,13.3800833333333,13.5970208333333,14.0834583333333,14.9819375,16.57725,0
"Year_Month","202008",8,31,31,12.0366317204301,12.0869166666667,11.538,12.4569166666667,0.918916666666666,0.206026688899711,0.0424469965389784,0.017116639744823,11.6102375,11.7859166666667,11.7985833333333,11.8672916666667,12.0869166666667,12.1832291666667,12.2735833333333,12.3367708333333,12.4365291666667,0
"Year_Month","202008",9,31,31,11.4757217741935,11.54525,11.107125,11.6220416666667,0.514916666666666,0.139190247664134,0.0193739250448029,0.0121291061602019,11.1418375,11.257375,11.3040833333333,11.3573333333333,11.54525,11.5807708333333,11.608,11.6105833333333,11.6190666666667,0
"Year_Month","202008",10,31,31,11.4127809139785,11.4795416666667,11.0665416666667,11.5625416666667,0.495999999999999,0.130783429073948,0.0171043053203405,0.011459383130168,11.0924541666667,11.1960833333333,11.24325,11.3107291666667,11.4795416666667,11.5068541666667,11.5180416666667,11.539625,11.5606541666667,0
"Year_Month","202009",1,30,30,17.3222194444444,17.1741458333333,14.7813333333333,20.2226666666667,5.44133333333333,1.63961262610695,2.68832956368934,0.0946537267562908,14.8261141666667,14.9582125,15.2123541666667,15.84425,17.1741458333333,18.8188958333333,19.1509083333333,19.4493229166667,20.0613904166667,0
"Year_Month","202009",2,30,30,17.1527319444444,17.0354375,14.67675,19.6972083333333,5.02045833333333,1.58629217238319,2.51632285616419,0.092480438540111,14.72731875,14.85470625,14.9667458333333,15.7649583333333,17.0354375,18.5938958333333,18.8864916666667,19.05600625,19.5281866666667,0
"Year_Month","202009",3,30,30,17.1383763888889,17.0854791666667,14.726625,19.1698333333333,4.44320833333333,1.52651692167979,2.33025391217473,0.0890701013352381,14.7734358333333,14.8884729166667,14.9680125,15.8266770833333,17.0854791666667,18.5741145833333,18.8590833333333,18.9471916666667,19.1083775,0
"Year_Month","202009",4,30,30,17.0576694444444,17.0437916666667,14.6957083333333,18.9826666666667,4.28695833333333,1.51486535611794,2.29481704716635,0.0888084600919104,14.7318495833333,14.8288083333333,14.8732166666667,15.70434375,17.0437916666667,18.5295729166667,18.7108333333333,18.8467583333333,18.95708625,0
"Year_Month","202009",5,30,30,16.9860041666667,17.0239791666667,14.69375,18.7924166666667,4.09866666666667,1.503641427398,2.2609375421875,0.0885223748118906,14.7107754166667,14.7672145833333,14.8176125,15.5861666666667,17.0239791666667,18.4225104166667,18.5998875,18.6673416666667,18.7685641666667,0
"Year_Month","202009",6,30,30,16.8512569444444,16.9684791666667,14.611,18.554625,3.943625,1.49592917240455,2.23780408885097,0.0887725572837897,14.6141175,14.62720625,14.677075,15.3326145833333,16.9684791666667,18.1960416666667,18.4413916666667,18.49108125,18.53994375,0
"Year_Month","202009",7,30,30,16.5597611111111,16.845,14.4172083333333,18.3692916666667,3.95208333333333,1.4653781143281,2.14733301795179,0.0884902930963707,14.4258479166667,14.47895,14.539375,14.8694375,16.845,17.8798854166667,18.1117291666667,18.2207854166667,18.3394216666667,0
"Year_Month","202009",8,30,30,15.7987444444444,15.5145208333333,12.6858333333333,18.0165833333333,5.33075,1.41375299762096,1.99869753828225,0.0894851488099169,13.1404445833333,14.3045895833333,14.4462083333333,14.5908333333333,15.5145208333333,17.1810208333333,17.6737166666667,17.7962645833333,17.9594170833333,0
"Year_Month","202009",9,30,30,14.1871458333333,14.3343125,11.594,16.5234583333333,4.92945833333333,1.50095333162151,2.2528609037057,0.105796708460905,11.5977820833333,11.6812354166667,11.8409541666667,13.5255104166667,14.3343125,14.855,16.2546,16.3147833333333,16.4635733333333,0
"Year_Month","202009",10,30,30,13.1660638888889,13.0135416666667,11.472375,15.2385,3.766125,1.35903356905792,1.84697224182631,0.103222465007544,11.4788275,11.4987875,11.5138875,11.7971145833333,13.0135416666667,14.37153125,14.6186916666667,14.9302375,15.187025,0
"Year_Month","202010",1,28,28,12.3323746565934,11.7860208333333,8.90161538461538,16.2673333333333,7.36571794871795,2.09168591003957,4.37514994625805,0.169609338694658,9.07586923076923,9.73572291666667,10.2779208333333,10.68446875,11.7860208333333,14.06578125,15.3563375,15.7370458333333,16.1571283333333,0
